t,s,e,i,r
0,1000000,0,3,0
0.03423281186692783,1000000,0,2,1
0.037601450636817,999999,1,2,1
0.07275224052204077,999999,1,1,2
0.08226420194343445,999999,1,0,3
0.9834748086477219,999999,0,1,3
1.0009557905668394,999999,0,0,4
