t,s,e,i,r
0,1000000,0,3,0
0.002860229610130869,1000000,0,2,1
0.00536873984351495,1000000,0,1,2
0.19004441572720537,999999,1,1,2
0.5851651257583261,999998,2,1,2
0.938655160321864,999998,1,2,2
0.9513497943682846,999998,1,1,3
1.31224257986254,999997,2,1,3
1.4254775510128925,999997,2,0,4
1.5421558142147092,999997,1,1,4
1.5994912625359305,999997,0,2,4
2.4073696837979637,999997,0,1,5
2.5360042220525,999997,0,0,6
